"","ID_","YEAR","CLASS_","REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","UNION_","ETH1","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","PARTYID","TAX","FUND","HAPPY","LIFE","SATJOB","SATFIN","FINALTER","XMOVIE","FEAR","PISTOL","SHOTGUN","RIFLE","PHONE"
"1939","1410",1996,"L4",102565,26646.939,"1",45,0,"20","10","1",0,0,"1",0,"10","10",0,"72",4,1,41,20,12,14,16,0,"1","2","3","2","1",NA,1,"0","0",3,1,0,0,2,0,2,"3","1",7,"1","3",NA,0,"2",1,1,0,0,"2",1,31.2,66,62.6,48,64.5,"4","14",2,"2","2","1","2",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","2","3","1","2","2","2","2","1","2","1","1","2","2",5,4,1,3,2,"1",1,1,1,1,1,"1","2",1,0,0,1,1,3,3,3,2,"1","1","3","3","1","1","2","2",0,0,"2","2","2","3"
"1940","1423",1996,"L3",32625,NA,"7",NA,1,"62","16","1",0,NA,"1",0,"16","16",0,"47",2,1,53,16,15,16,12,1,"1","4","8","3","1",NA,1,"0","0",3,0,0,1,2,0,1,"4","2",7,"2","2",NA,1,"2",0,NA,0,1,"2",1,39.7,28,25.2,44,52.5,"4","14",4,"2","1","2","2",4,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"2","1","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2",4,5,1,3,2,"2",1,0,1,0,1,"1","1",0,0,0,0,1,3,5,2,4,"1","1","2","2","1","2","2","3",0,1,"2","2","2","3"
"1941","1424",1996,"L4",102565,23563,"1",50,0,"55","58","1",0,NA,"7",0,"58","58",0,"71",1,1,26,14,14,12,12,1,"1","6","4","2","1",NA,1,"0","2",3,1,0,0,2,0,2,"4","4",0,"4","3",NA,NA,"1",1,1,0,1,"2",4,53.6,38,58.2,32,25.7,"4","26",4,"2","1",NA,"2",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","1","3","2","2","1","3","1","3","1","1","2","3",4,5,1,2,3,"3",1,1,1,1,1,"2","4",1,0,0,1,1,5,5,3,5,"4","2","3","2","1","2","1","1",1,0,"2","2","2","3"
"1942","1426",1996,"L3",102565,32625,"1",40,0,"94","51","1",0,0,"1",0,"51","51",0,"95",3,5,57,16,6,9,13,1,"1","3","8","3","1",NA,1,"0","0",2,0,0,0,2,0,2,"4","2",7,"1","1",NA,1,"2",1,1,0,0,"2",1,38.8,30,50.1,45,38.3,"1","24",6,"1","1","1","2",5,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,"2","1","2","1","2","1","2","2","3","2","3","2","3","2","1","2","2",4,5,1,3,2,"1",0,0,1,0,0,"1","1",1,0,0,1,1,4,4,3,4,"5","1","2","2","1","2","1","2",0,0,"2","2","2","3"
"1943","1427",1996,"L2",23563,8156,"1",35,1,"31","45","1",1,0,"1",1,"45","45",1,"43",4,3,59,12,8,12,12,0,"1","4","4","2","1",NA,1,"0","0",2,0,0,0,2,2,2,"4","2",7,"2","2",NA,0,"1",0,NA,1,0,"1",1,67.7,39,41,36,21.5,"4","15",3,"2","1","2","2",2,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,"2","2","1","2","3","2","2","2","2","2","2","1","2","1","2","2","2",3,4,5,1,2,"1",1,0,1,0,0,"2","2",0,0,0,0,1,3,NA,3,4,"3","2","2","1","2","1","1","1",0,0,"1","2","2","3"
"1944","1435",1996,"L2",48938,32625,"1",40,0,"96","80","1",0,0,"1",0,"80","80",0,"60",7,3,57,10,NA,9,8,1,"2","1","7","3","1",NA,1,"0","0",3,0,0,0,3,0,3,"4","1",3,"1","1",NA,1,"2",1,1,1,0,"1",1,14,25,23.3,40,38.3,"3","1",2,"1","1","3","1",4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"2","2","1","2","2","1","1","1","3","1","3","1","2","3","2","2","2",1,5,2,3,4,"2",1,1,1,1,1,"1","1",0,0,0,0,0,3,3,3,3,"0","1","1","1","1","2","1","3",1,1,"2","1","2","3"
"1945","1450",1996,"L2",19938,19938,"1",40,0,"20","54","1",0,0,"2",0,"54","54",0,"43",4,3,37,15,12,12,13,1,"1","4","4","1","1",NA,1,"0","1",5,0,2,1,2,0,2,"4","1",7,"2","2",NA,0,"1",1,0,0,1,"1",1,67.7,51,63.7,38,25.7,"4","11",6,NA,"3",NA,NA,7,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,"2","2","1","2","2","2","2","3","3","3","3","2","3","2","2","3","1",2,5,4,3,1,NA,0,0,0,0,0,"1","1",1,0,0,1,1,4,5,4,5,"6","2","2","1","1","1","2","1",0,0,"2","1","2","4"
"1946","1452",1996,"L2",32625,23563,"1",40,0,"55","45","1",1,0,"1",1,"45","45",0,"55",1,2,46,12,10,12,12,1,"1","3","1","3","1",NA,1,"0","4",3,0,1,0,2,0,2,"4","2",3,"2","2",NA,0,"2",1,1,0,0,"1",1,58.4,45,58.4,36,21.5,"1","15",4,"1","1","1","2",6,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,"2","2","1","2","3","2","2","2","2","1","3","2","2","2","2","3","2",1,5,3,4,2,"1",1,1,1,1,1,"1","1",1,0,0,1,1,3,2,3,4,"0","1","2","2","2","2","2","1",0,1,"1","1","1","3"
"1947","1455",1996,"L3",39875,23563,"1",45,0,"60","57","1",0,NA,"1",0,"57","57",1,"20",2,2,39,12,8,12,12,1,"1","2","4","2","1",NA,1,"0","2",4,1,1,0,2,0,2,"4","1",4,"1","1",NA,0,"2",1,1,1,0,"2",1,39.9,32,62.4,47,38.8,"4","19",3,"2","2","2","2",1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,"2","2","2","2","2","2","1","2","3","2","2","1","2","1","2","3","2",4,5,2,1,3,"3",1,0,1,0,1,"1","1",1,0,0,1,1,3,4,2,5,"1","1","1","1","2","2","3","3",0,0,"2","2","2","3"
"1948","1465",1996,"L3",48938,32625,"1",40,0,"86","59","1",0,0,"1",0,"59","59",0,"98",3,2,46,16,14,14,14,1,"1","4","7","3","1",NA,1,"0","0",4,1,1,0,2,1,2,"4","1",8,"4","3",NA,0,"3",0,NA,1,0,"2",1,63.1,47,50,17,45.3,"4","8",4,"2","2","1","2",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","1","1","1","2","2","3","3","2","3","1","1","2","2",5,4,1,3,2,"1",0,0,NA,0,0,"1","1",1,0,0,1,1,2,2,2,2,"1","2","1","2","1","2","3","2",0,0,"2","2","2","3"
"1949","1470",1996,"L3",48938,23563,"1",40,0,"30","14","1",0,0,"1",0,"14","14",0,"13",1,0,40,18,14,12,14,0,"1","3","4","2","1",NA,1,"0","0",2,0,0,0,2,1,2,"4","1",1,"1","1",NA,0,"1",1,1,1,0,"1",1,84,55,61.4,50,68,"4","8",2,"1","2","1","2",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","1","1","2","1","2","3","2","1","2","1","1","2","2",4,5,1,3,2,"1",1,1,1,1,1,"1","4",0,0,0,NA,1,3,3,2,3,"1","1","2","1","2","2","2","3",0,0,"1","1","1","3"
"1950","1485",1996,"L3",39875,19938,"1",42,0,"11","70","1",0,0,"1",0,"70","70",NA,NA,2,2,27,16,NA,14,17,1,"1","4","4","2","5",NA,1,"0","0",4,2,0,0,2,3,2,"4","1",3,"1","3",NA,0,"2",1,0,1,1,"1",1,NA,61,74.8,38,52.1,"4","11",5,"2","1","2","1",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","3","1","2","2","2","2","2","2","2","1","1","2","2",4,5,1,2,3,"1",1,0,1,0,1,"1","1",1,0,0,1,1,5,4,3,5,"5","2","2","2","1","1","2","1",1,0,"2","1","2","3"
"1951","1488",1996,"L2",23563,19938,"1",40,0,"77","89","1",0,0,"1",0,"89","89",0,"47",0,2,48,14,12,12,12,1,"1","3","5","2","1",NA,1,"0","0",4,0,1,1,2,0,2,"5","1",6,"1","3",NA,0,"2",1,1,1,0,"1",1,57.5,50,46.5,35,26.8,"4","11",5,"1","1","2","1",4,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,"2","1","2","1","2","1","1","2","2","3","3","1","2","2","2","2","2",5,4,1,3,2,"1",1,1,1,0,1,"1","1",1,0,0,1,1,3,3,3,3,"5","2","1","1","1","2","2","2",0,0,"1","1","1","3"
"1952","1516",1996,"L3",39875,32625,"1",54,0,"63","51","1",0,0,"1",0,"51","51",0,"56",2,0,37,12,12,12,16,1,"1","3","5","1","1",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",7,"1","1",NA,0,"3",1,0,0,0,"1",1,69.4,49,45.4,40,33.4,"4","10",4,"2","2","1","1",3,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,"2","2","1","2","3","2","2","2","3","2","2","2","2","2","2","3","3",1,4,5,2,3,"1",1,0,1,0,1,"1","1",1,0,0,1,1,4,5,3,5,"1","1","1","2","2","2","2","1",0,0,"1","1","1","3"
"1953","1531",1996,"L4",102565,87419,"1",25,1,"47","46","1",0,0,"2",1,"46","46",0,"10",5,2,50,16,8,12,13,1,"1","6","5","2","1",NA,1,"0","0",3,0,0,1,2,0,3,"5","1",NA,"1","1",NA,NA,"1",0,NA,0,0,"1",1,77.4,48,57.5,48,20.1,"4","8",7,"2","3","2","3",7,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"2","1","2","1","3","1","2","2","3","3","3","1","3","2","2","2","2",3,5,1,2,4,"1",0,0,1,0,1,"1","1",1,0,0,1,1,5,5,5,5,"6","1","1","1","1","1","1","1",0,0,"1","1","1","3"
"1954","1536",1996,"L2",102565,32625,"1",56,0,"89","58","1",0,0,"1",0,"58","58",0,"62",1,1,22,12,12,12,12,1,"1","3","5","2","1",NA,1,"0","0",5,1,0,0,4,0,3,"5","2",2,"2","2",NA,1,"1",1,1,0,0,"2",1,46,29,20.8,32,35.8,"4","17",6,"1","1","2","1",1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,"2","2","1","1","2","2","2","1","3","3","2","2","2","3","2","3","2",1,5,3,4,2,"3",0,0,1,0,1,"1","1",0,1,0,1,1,2,1,2,3,"4","1","2","2","1","1","1","1",0,0,"2","2","2","3"
"1955","1538",1996,"L2",48938,23563,"1",45,0,"50","47","1",0,0,"1",0,"47","47",0,"48",3,0,26,16,13,13,15,0,"1","3","5","1","1",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",5,"1","3",NA,1,"1",1,0,1,1,"1",1,62,46,52,31,39.7,"4","14",5,"2","3","2","2",5,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","2","1","2","2","1","1","2","1","2","1","1","1","1",3,5,4,2,1,"3",0,0,1,0,0,"1","1",1,0,0,1,1,4,3,4,4,"1","2","1","2","1","2","2","3",0,1,"2","1","2","3"
"1956","1541",1996,"L3",102565,87419,"1",50,0,"48","36","1",1,0,"1",0,"36","36",0,"77",1,2,38,12,12,12,12,1,"1","5","5","1","1",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",0,"1","1",NA,1,"3",1,0,0,0,"1",1,46.5,45,62,48,24.2,"4",NA,5,"2","2","2","2",7,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,"2","2","1","2","2","1","1","2","2","2","3","2","2","2","2","2","1",1,5,4,3,2,"1",1,1,1,1,1,"2","1",1,1,0,1,1,5,5,5,5,"6","1","1","2","2","1","1","1",1,1,"1","2","2","3"
"1957","1557",1996,"L2",19938,19938,"1",60,0,"43","51","1",0,0,"7",0,"51","51",0,"20",1,0,24,14,16,12,10,0,"1","5","5","2","1",NA,1,"0","0",3,0,0,0,3,1,2,"5","5",2,"1","1",NA,1,"2",1,1,0,0,"1",1,62.9,39,67.7,45,38.3,"4",NA,NA,"2","1","2","2",3,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"3","3","1","2","1","2","2","1","1","2","3","1","2","1","2","2","1",1,4,5,3,2,"1",1,NA,1,NA,1,"1","1",0,0,0,NA,1,2,2,3,3,"5","2",NA,"2","1","2","3","2",1,0,"1","1","1","3"
"1958","1558",1996,"L2",102565,8156,"2",20,1,"57","30","1",0,NA,"1",0,"30","30",1,"77",1,1,31,14,14,13,18,0,"1","3","5","3","1",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",8,"1","1",NA,1,"2",1,1,0,1,"2",1,46.5,47,38.8,62,89.1,"4","14",5,"2","1","1","1",3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,"2","2","2","2","1","3","2","3","3","2","2","1","2","3","1","2","3",2,4,3,5,1,"1",0,0,NA,0,0,"1","1",0,0,0,1,1,2,1,4,4,"6","1","1","1","1","1","1","1",0,1,"2","2","2","3"
"1959","1566",1996,"L3",102565,9969,"2",7,0,"23","43","1",0,0,"1",0,"43","43",0,"48",2,3,40,13,15,16,19,0,"1","3","5","3","2",NA,1,"0","0",5,0,2,1,2,NA,2,"5","2",5,"1","1",NA,1,"2",0,NA,0,1,"2",1,62,53,41.1,39,67.7,"4","30",4,"2","1","2","2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,"2","1","2","2","1","1","2","2","2","2","2","1","2","1","1","2","1",4,5,1,3,2,"2",0,0,NA,0,NA,"1",NA,1,0,0,1,1,2,2,3,5,"6","1","2","2","2","3","3","2",1,0,"2","2","2","3"
"1960","1576",1996,"L3",48938,NA,"7",NA,0,"77","81","1",0,0,"1",1,"81","81",0,"77",2,3,59,12,NA,8,11,0,"1","3","2","3","1",NA,1,"0","4",2,0,0,0,2,0,1,"5","1",8,"2","2",NA,1,"3",0,NA,1,0,"1",1,33.9,35,25,38,48.3,"4","6",7,"2","2","2","2",6,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,"2","2","1","2","3","2","1","3","2","3","3","2","3","2","2","2","3",3,5,4,2,1,"1",0,0,0,0,0,"1","1",1,0,0,1,1,5,5,3,5,"6","1","1","1","2",NA,"2","2",0,1,"2","2","1","3"
"1961","1579",1996,"L2",32625,32625,"1",37,0,"64","84","1",1,0,"7",0,"84","84",0,"84",5,5,53,13,5,11,11,1,"1","3","5","1","1",NA,1,"0","0",2,0,0,0,2,0,1,"5","1",7,"1","1",NA,1,"2",1,1,0,1,"3",1,29.9,43,36.2,25,11.8,"1","8",5,"1","1","2","2",3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"2","1","1","1","2","3","3","1","3","2","3","1","2","3","2","3","1",1,5,3,4,2,"1",0,0,1,0,1,"1","1",1,0,0,0,1,4,5,4,5,"3","1","2","1","1","2","1","1",0,0,"3","3","3","3"
"1962","1599",1996,"L2",23563,15406,"1",40,0,"89","62","1",0,0,"1",0,"62","62",0,"62",3,0,28,12,7,8,13,0,"1","3","5","2","1",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",1,"1","3",NA,1,"2",0,NA,0,0,"1",1,25.2,35,26.8,28,25.2,"4",NA,4,"2","1","1","1",4,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,"2","2","1","1","2","1","2","2","3","2","2","2","2","2","2","3","2",3,5,4,1,2,"1",1,1,1,1,1,"2","4",1,0,0,1,1,3,3,1,4,"1","1","1","2","2","1","2","1",1,0,"1","1","1","3"
"1963","1606",1996,"L2",19938,1450,"2",11,0,"49","15","1",0,0,"1",0,"15","15",0,"56",1,2,44,12,13,13,14,0,"1","4","3","3","1",NA,1,"1","0",3,0,0,0,3,NA,3,"5","1",7,"1","2",NA,1,"2",1,1,0,1,"2",1,31.6,18,30.3,50,57.4,"4","24",4,"1",NA,"1","1",7,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"1","3","2","2","2","2","2","2","2","3","2","3","2","2","3","2",4,5,1,2,3,"2",1,1,1,1,1,"1","1",1,0,0,NA,1,5,5,5,5,"5","1","2","2","2","2","3","1",1,0,"2","2","2","3"
"1964","1614",1996,"L1",9969,NA,"2",40,0,"63","43","1",0,1,"1",1,"43","43",0,"62",5,5,38,9,NA,13,12,0,"1","2","5","1","1",NA,1,"0","0",4,1,0,1,2,0,1,"5","1",1,"1","1",NA,0,"2",0,NA,1,1,"1",1,28.7,35,19.2,39,67.7,"4","26",4,"3","1","3","3",5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","1","1","2","2","2","1","1","1","1","1",NA,"2","1",3,5,1,2,4,"1",0,0,1,0,1,"1","1",1,0,0,1,1,4,3,4,3,"1","1","1","2","2","1","2","3",0,0,"2","1","1","3"
"1965","1617",1996,"L2",32625,NA,"7",NA,0,"25","48","1",0,0,"1",0,"48","48",0,"47",1,2,31,12,16,13,16,0,"1","4","5","1","1",NA,1,"0","0",4,2,0,0,2,0,1,"5","1",6,"2","2",NA,0,"1",0,NA,0,0,"2",1,39.7,48,26.1,58,71,"4",NA,4,"2","2","2","1",3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","2","3","2","2","2","2","2","3","1","3","3","2","2","2",4,5,1,3,2,"1",1,0,1,0,1,"1",NA,0,0,0,0,1,1,3,1,3,"6","1","3","1","1","2","1","1",0,0,"2","2","2","3"
"1966","1622",1996,"L4",102565,87419,"1",50,1,"47","32","1",1,0,"7",0,"32","32",1,"47",2,6,48,16,16,14,12,1,"1","4","5","1","1",NA,1,"0","0",5,0,1,2,2,0,2,"5","3",3,"3","3",NA,1,"1",0,NA,1,0,"2",1,43,38,43,66,86,"4","23",3,"2","3","1","2",4,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","3","3","3","2",NA,"2","2","2",NA,"2","2","2","2",NA,"2","2",5,3,1,2,4,"1",1,1,1,1,1,"2","4",1,0,0,1,1,3,3,3,3,"1","1","3","1","1","1","1","1",1,0,"2","2","2","3"
"1967","1634",1996,"L3",39875,23563,"1",40,0,"43","31","1",1,0,"1",0,"31","31",0,"90",1,2,44,14,16,14,18,1,"1","4","9","3","1",NA,0,"2","2",5,0,2,0,3,0,2,"5","4",0,"4","3",NA,1,"1",1,0,1,1,"1",1,79.4,39,67.7,65,87.3,"4","11",4,"1","3","3","2",4,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,NA,"2","1","2","2","2","3","2","3","2","2","2","2","3",NA,"3","1",4,5,1,3,2,"1",1,1,1,1,1,NA,"4",1,0,0,1,1,NA,3,1,5,"2","1","3","1","2","2","2","3",1,0,"1","2","2","3"
"1968","1642",1996,"L3",19938,1450,"2",9,0,"44","80","1",0,0,"1",0,"80","80",0,"76",3,1,22,15,15,12,16,0,"1","3","5","3","1",NA,1,"0","0",3,1,0,0,2,0,2,"5","1",3,"1","1",NA,1,"2",1,1,0,1,"1",2,35.4,18,29.4,60,76.3,"4",NA,4,"2","1","2","2",3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,"2","2","1","2","2","1","3","2","2","2","3","2","1","1","1","2","1",4,5,1,3,2,"1",1,1,1,1,1,"2","4",1,0,0,1,1,3,4,2,5,"5","2","1","2","2","1","2","1",1,0,"2","2","2","3"
"1969","1653",1996,"L3",39875,26646.939,"1",45,0,"40","13","1",0,0,"1",0,"13","13",1,"21",0,0,32,15,18,14,16,1,"1","1","5","3","3",NA,1,"0","0",2,0,0,0,2,NA,2,"5","1",3,"1","1",NA,1,"1",1,1,0,0,"2",1,91.1,57,73.1,53,68.6,"4","11",5,"3","2","1","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","1","1","1","1","2","2","2","1","2","1","1","2","1",3,5,4,1,2,"1",1,1,1,1,1,"2","4",1,0,0,1,1,3,3,2,3,"5","2","1","2","2","2","2","1",0,0,"2","2","2","3"
"1970","1658",1996,"L3",39875,15406,"1",40,0,"35","47","1",1,0,"1",0,"47","47",0,"50",2,2,31,14,12,12,14,0,"1","4","1","3","1",NA,1,"0",NA,3,0,2,0,1,NA,2,"5","2",2,"2","2",NA,1,"2",1,0,1,0,"2",1,73.9,53,64.2,38,43,"4","15",5,"2","2",NA,"1",4,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","2","2","2","2","2","2","1","2","1","1","2","2",3,5,1,2,4,"1",1,1,1,1,1,"2","4",1,0,0,0,1,4,3,2,4,"3","1","2","1","1","2","2","1",0,0,"2","2","2","3"
"1971","1670",1996,"L3",39875,23563,"2",72,0,"23","48","1",0,0,"1",0,"48","48",0,"91",10,2,51,11,11,NA,16,1,"1","5","1","3","8",NA,1,"0","0",4,0,1,1,2,0,2,"5","2",6,"1","3",NA,1,"3",1,1,0,1,"2",1,32,64,82.5,38,45,"4","8",2,"2","2","2","2",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","3","2","1","1","1","1","2","2","1","1","1","1","1","1","1","1",3,5,2,1,4,"1",1,1,1,1,1,"1","4",1,0,0,1,1,3,2,1,4,"1","1","2","2","1","2","3","3",0,0,"2","2","2","3"
"1972","1672",1996,"L2",39875,6525,"4",NA,1,"42","54","1",0,0,"1",0,"54","54",0,"93",3,4,62,16,13,10,12,1,"1","6","3","3","1",NA,1,"0","4",2,0,0,0,2,NA,2,"5","2",7,"2","2",NA,1,"2",1,1,0,1,"1",1,41.6,25,12.6,38,25.7,"1","15",1,"1","1",NA,"2",1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,"1","1","2","2","2","2","1","2","1","1","1","1","2","3","2","2","1",3,5,1,2,4,"3",1,1,1,1,1,"1","4",0,0,0,1,1,1,1,1,1,"0","1","2","1","2","1","3","2",1,1,"1","2","2","3"
"1973","1676",1996,"L2",39875,15406,"1",40,0,"42","23","1",1,0,"1",0,"23","23",0,"16",3,2,41,14,12,12,18,1,"3","5","0","3","1",NA,1,"0","0",4,0,2,0,2,0,2,"5","1",7,"2","2",NA,1,"2",1,1,0,1,"2",1,52.5,24,20.7,61,80.9,"3","22",NA,"3","1","2","1",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","1","2","3","3","1","2","2","2","3","2","3","1","2","2","2",1,5,4,2,3,"1",0,0,0,0,0,"1","1",0,0,0,0,NA,2,3,3,3,"7","2","1","1","1","2","2","3",0,0,"2","2","2","3"
"1974","1694",1996,"L2",32625,15406,"1",65,0,"72","58","1",0,0,"1",0,"58","58",0,"65",21,0,27,14,12,12,16,1,"1","5","5","3","3",NA,1,"0","0",2,0,0,0,2,0,2,"5","1",1,"1","1",NA,1,"2",1,1,0,0,"1",1,34.1,42,35.3,37,32.6,"4","8",4,"2","1","2","2",2,1,1,0,1,1,0,1,NA,0,1,0,1,1,1,1,1,1,"3","2","1","2","2","2","2","1","3","2","2","1","2","2","1","3","3",3,5,2,1,4,"1",0,0,1,0,1,"1","1",1,0,0,0,1,2,NA,2,4,"4","1","1","2","2","3","2","1",1,0,"2","2","1","3"
"1975","1748",1996,"L2",32625,9969,"1",40,1,"48","47","1",1,0,"1",0,"47","47",0,"73",5,4,31,14,9,14,15,0,"2","6","6","3","1",NA,1,"0","0",4,2,0,0,2,0,2,"6","1",4,"1","1",NA,1,"2",1,1,1,1,"1",2,36.4,43,61.2,38,43,"4","1",7,"3","1","1","2",1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",2,5,1,3,4,"1",0,0,1,0,1,"1","1",1,0,0,0,1,1,5,1,3,"0","1","1","2","2","1","2","1",0,0,"1","2","2","3"
"1976","1751",1996,"L2",32625,32625,"1",41,0,"64","52","1",NA,0,"7",0,"52","52",0,"64",5,2,37,12,12,12,14,1,"1","3","1","3","1",NA,1,"0",NA,4,2,0,0,2,0,1,"6","5",8,"2","2",NA,1,"2",1,1,1,1,"2",1,36.2,43,36.2,31,37.6,"4","14",7,"1","3","3","2",7,1,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,0,"3","3","2","1","2","1","1","2","2","2","3","1","2","2","2","2","1",1,5,2,3,4,"1",0,0,1,0,0,"1","1",1,0,0,1,1,NA,5,4,NA,"7","1",NA,"1","2","1","2","2",0,0,"2","2","2","3"
"1977","1761",1996,"L3",32625,26646.939,"1",50,0,"96","59","1",0,0,"1",0,"59","59",1,"47",1,0,27,14,16,12,18,1,"1","4","6","3","1",NA,1,"0","0",2,0,0,0,2,0,2,"6","1",2,"1","1",NA,1,"1",1,1,0,1,"1",NA,43,35,20.9,17,45.3,"4",NA,7,"1","1","2","2",1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,"2","2","1","2","1","2","1","3","2","2","1","2","2","2","2","3","1",2,4,5,1,3,"1",1,1,1,1,1,"1","1",1,0,0,1,1,3,3,1,5,"4","1","1","2","2","1","2","1",0,0,"1","1","1","3"
"1978","1766",1996,"L2",23563,11781,"1",45,0,"47","44","1",1,1,"1",0,"44","44",0,"72",3,0,36,12,NA,12,13,1,"1","1","6","1","1",NA,1,"0","0",4,1,1,0,2,0,2,"6","1",2,"1","1",NA,1,"2",0,NA,1,0,"2",1,39.2,28,21.6,23,37.1,"4",NA,4,"2","1","2","1",3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","3","2","2","2",NA,"2","3","2","1","1","3","2",NA,"3","1",2,5,1,3,4,"2",1,NA,1,0,1,"1","1",1,0,0,1,1,3,2,3,3,"5","2","1","3","2","3","3","3",0,1,"2","2","2","3"
"1979","1776",1996,"L3",48938,23563,"1",48,0,"43","47","1",0,0,"1",0,"47","47",0,"23",5,1,35,16,20,18,15,0,"1","3","6","3","2",NA,1,"0","0",2,0,0,0,2,0,2,"6","4",1,"1","3",NA,1,"1",1,1,0,0,"2",1,80.9,39,67.7,31,39.7,"4","11",4,"2","2","2","2",7,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,NA,"1","2","1","1","1",NA,"2","2","3","3","2","3","2","1","2","2",4,5,1,2,3,"2",1,1,1,1,1,"1","1",1,0,0,0,1,5,3,3,5,"2","2","3","2","1","2","3","3",1,0,"2","2","2","3"
